lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name
2,5,4,com.mobeta.android.dslv.SimpleFloatViewManager
0,0,0,com.mobeta.android.dslv.DragSortListView$DragSortListener
4,4,4,net.pmarks.chromadoze.MemoryArrayAdapter$Saved
0,2,1,net.pmarks.chromadoze.SampleGenerator$1
0,1,0,com.mobeta.android.dslv.DragSortListView$DropListener
3,6,1,net.pmarks.chromadoze.CheckableLinearLayout
0,2,1,net.pmarks.chromadoze.MemoryFragment$1
0,1,0,net.pmarks.chromadoze.UIState$LockListener
0,1,0,net.pmarks.chromadoze.TrackedPosition$Deleted
0,1,0,com.mobeta.android.dslv.DragSortListView$DragScrollProfile
1,2,0,net.pmarks.chromadoze.SampleGenerator$StopException
0,2,1,com.mobeta.android.dslv.DragSortListView$1
4,4,1,com.mobeta.android.dslv.DragSortListView$2
0,1,0,com.mobeta.android.dslv.DragSortListView$RemoveListener
3,3,0,net.pmarks.chromadoze.NoiseService$PercentHandler
0,7,4,net.pmarks.chromadoze.SampleShuffler$AudioChunk
0,4,1,net.pmarks.chromadoze.TrackedPosition
1,2,0,net.pmarks.chromadoze.MediaButtonReceiver
1,6,4,net.pmarks.chromadoze.MainFragment
3,3,0,net.pmarks.chromadoze.MemoryArrayAdapter
0,2,3,com.mobeta.android.dslv.DragSortListView$LiftAnimator
0,1,0,com.mobeta.android.dslv.DragSortListView$DragListener
0,0,0,net.pmarks.chromadoze.NoiseService$1
6,4,0,com.mobeta.android.dslv.DragSortItemViewCheckable
0,5,1,com.mobeta.android.dslv.DragSortItemView
4,4,3,net.pmarks.chromadoze.UIState$LockListener$LockEvent
0,2,1,net.sourceforge.opencamera.Preview.Preview$1FlashVideoTimerTask
0,2,1,net.sourceforge.opencamera.UI.FolderChooserDialog$2
0,2,1,net.sourceforge.opencamera.UI.FolderChooserDialog$1
0,2,2,net.sourceforge.opencamera.UI.FolderChooserDialog$3
0,1,2,net.sourceforge.opencamera.HDRProcessor$2
3,3,1,net.sourceforge.opencamera.HDRProcessor$1
0,2,3,net.sourceforge.opencamera.HDRProcessor$AvgData
1,3,1,net.sourceforge.opencamera.Preview.Preview$ScaleListener
6,4,1,net.sourceforge.opencamera.Preview.VideoQualityHandler$SortVideoSizesComparator
0,2,1,net.sourceforge.opencamera.Preview.Preview$20
0,1,1,net.sourceforge.opencamera.Preview.Preview$22
0,1,1,net.sourceforge.opencamera.HDRProcessor$BrightnessDetails
0,2,2,net.sourceforge.opencamera.MainActivity$19$1
3,3,2,net.sourceforge.opencamera.TakePhoto
0,2,0,net.sourceforge.opencamera.UI.PopupView$ButtonOptionsPopupListener
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$10
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$11
0,2,3,net.sourceforge.opencamera.MyPreferenceFragment$12
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$13
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$14
0,2,1,net.sourceforge.opencamera.Preview.Preview$10
0,2,1,net.sourceforge.opencamera.Preview.Preview$12
0,2,1,net.sourceforge.opencamera.Preview.Preview$11
0,1,1,net.sourceforge.opencamera.ToastBoxer
4,4,4,net.sourceforge.opencamera.ImageSaver$Request$ProcessType
0,2,2,net.sourceforge.opencamera.Preview.Preview$14
0,2,1,net.sourceforge.opencamera.Preview.Preview$13
0,2,2,net.sourceforge.opencamera.Preview.Preview$15
0,2,1,net.sourceforge.opencamera.Preview.Preview$18
0,2,1,net.sourceforge.opencamera.Preview.Preview$17
0,2,2,net.sourceforge.opencamera.Preview.Preview$19
0,1,1,net.sourceforge.opencamera.UI.PopupView$25
0,1,2,net.sourceforge.opencamera.ImageSaver$PostProcessBitmapResult
0,1,0,net.sourceforge.opencamera.HDRProcessor$SortCallback
1,7,3,net.sourceforge.opencamera.CameraController.CameraController2$OnRawImageAvailableListener
4,4,4,net.sourceforge.opencamera.MyApplicationInterface$Alignment
0,2,2,net.sourceforge.opencamera.Preview.Preview$1MyFaceDetectionListener$3
0,2,1,net.sourceforge.opencamera.Preview.Preview$1MyFaceDetectionListener$1
0,2,2,net.sourceforge.opencamera.Preview.Preview$1MyFaceDetectionListener$2
1,3,2,net.sourceforge.opencamera.HDRProcessor$ResponseFunction
3,3,1,net.sourceforge.opencamera.CameraController.CameraController$SizeSorter
0,7,3,net.sourceforge.opencamera.UI.FolderChooserDialog$FileWrapper
1,3,1,net.sourceforge.opencamera.UI.PopupView$RadioOptionsListener
0,1,0,net.sourceforge.opencamera.CameraController.CameraController$ErrorCallback
0,2,3,net.sourceforge.opencamera.HDRProcessorException
0,6,4,net.sourceforge.opencamera.MainActivity$PreferencesListener
0,1,1,net.sourceforge.opencamera.MyDebug
0,0,0,net.sourceforge.opencamera.LocationSupplier$1
0,2,2,net.sourceforge.opencamera.Preview.CameraSurface.MySurfaceView$1
0,5,4,net.sourceforge.opencamera.SoundPoolManager
0,2,1,net.sourceforge.opencamera.MainActivity$21
0,2,4,net.sourceforge.opencamera.MainActivity$20
0,2,1,net.sourceforge.opencamera.MainActivity$33$1
0,2,1,net.sourceforge.opencamera.UI.PopupView$7$1
1,2,1,net.sourceforge.opencamera.MyWidgetProviderTakePhoto
0,2,1,net.sourceforge.opencamera.MainActivity$29
4,4,2,net.sourceforge.opencamera.MainActivity$28
4,4,1,net.sourceforge.opencamera.MainActivity$27
4,4,1,net.sourceforge.opencamera.MainActivity$26
4,4,1,net.sourceforge.opencamera.MainActivity$25
0,2,1,net.sourceforge.opencamera.MainActivity$24
0,2,1,net.sourceforge.opencamera.MainActivity$23
0,2,1,net.sourceforge.opencamera.MainActivity$22
4,4,1,net.sourceforge.opencamera.MainActivity$32
0,2,1,net.sourceforge.opencamera.MainActivity$30
0,1,2,net.sourceforge.opencamera.HDRProcessor$LuminanceInfo
0,2,3,net.sourceforge.opencamera.MyApplicationInterface$LastImage
0,2,1,net.sourceforge.opencamera.Preview.Preview$1FlashVideoTimerTask$1
0,1,1,net.sourceforge.opencamera.MainActivity$34
0,1,4,net.sourceforge.opencamera.HDRProcessor$HistogramInfo
0,1,0,net.sourceforge.opencamera.GyroSensor$TargetCallback
0,2,1,net.sourceforge.opencamera.Preview.Preview$1BatteryCheckVideoTimerTask
1,3,1,net.sourceforge.opencamera.MainActivity$10
1,4,1,net.sourceforge.opencamera.UI.PopupView$ArrayOptionsPopupListener
0,2,2,net.sourceforge.opencamera.MainActivity$19
4,5,4,net.sourceforge.opencamera.MainActivity$18
0,2,2,net.sourceforge.opencamera.MainActivity$17
0,2,2,net.sourceforge.opencamera.MainActivity$16
0,2,1,net.sourceforge.opencamera.MainActivity$15
0,2,1,net.sourceforge.opencamera.MainActivity$14
0,2,2,net.sourceforge.opencamera.MainActivity$13
0,2,1,net.sourceforge.opencamera.MainActivity$12
0,3,1,net.sourceforge.opencamera.MainActivity$11
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$7$2
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$7$3
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$7$1
0,2,1,net.sourceforge.opencamera.MainActivity$20$1
0,2,1,net.sourceforge.opencamera.MainActivity$20$3
0,2,1,net.sourceforge.opencamera.MainActivity$20$2
4,4,4,net.sourceforge.opencamera.ImageSaver$Request$SaveBase
4,4,3,net.sourceforge.opencamera.Preview.ApplicationInterface$RawPref
0,1,2,net.sourceforge.opencamera.CameraController.CameraController$Area
0,5,1,net.sourceforge.opencamera.CameraController.CameraController2$OnImageAvailableListener
0,2,2,net.sourceforge.opencamera.CameraController.CameraController1$3
0,2,3,net.sourceforge.opencamera.CameraController.CameraController1$4
0,2,2,net.sourceforge.opencamera.CameraController.CameraController1$1
0,2,3,net.sourceforge.opencamera.CameraController.CameraController1$2
0,1,0,net.sourceforge.opencamera.AudioListener$AudioListenerCallback
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$1$1
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$1$2
0,5,4,net.sourceforge.opencamera.CameraController.CameraController2$1MyStateCallback
0,1,2,net.sourceforge.opencamera.Preview.VideoQualityHandler$Dimension2D
9,6,1,net.sourceforge.opencamera.CameraController.CameraController2$RequestTagObject
0,2,4,net.sourceforge.opencamera.UI.PopupView$20
0,2,3,net.sourceforge.opencamera.MyPreferenceFragment$11$1
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$11$2
0,2,1,net.sourceforge.opencamera.UI.PopupView$19
0,2,2,net.sourceforge.opencamera.UI.PopupView$18
0,2,2,net.sourceforge.opencamera.UI.MainUI$2
0,2,3,net.sourceforge.opencamera.UI.PopupView$17
0,2,4,net.sourceforge.opencamera.UI.MainUI$1
0,2,1,net.sourceforge.opencamera.UI.PopupView$16
0,2,3,net.sourceforge.opencamera.UI.MainUI$4
0,4,3,net.sourceforge.opencamera.UI.PopupView$15
0,2,1,net.sourceforge.opencamera.UI.MainUI$3
0,4,3,net.sourceforge.opencamera.UI.PopupView$14
0,2,2,net.sourceforge.opencamera.UI.MainUI$6
0,4,3,net.sourceforge.opencamera.UI.PopupView$13
0,2,3,net.sourceforge.opencamera.UI.MainUI$5
0,1,1,net.sourceforge.opencamera.UI.MainUI$8
0,2,3,net.sourceforge.opencamera.UI.PopupView$11
13,6,3,net.sourceforge.opencamera.TextFormatter
0,2,1,net.sourceforge.opencamera.UI.MainUI$7
0,4,4,net.sourceforge.opencamera.UI.PopupView$10
0,2,3,net.sourceforge.opencamera.Preview.Preview$13$1
0,4,3,net.sourceforge.opencamera.CameraController.CameraController2$2MyStateCallback
0,2,3,net.sourceforge.opencamera.CameraController.CameraController1$5
0,2,2,net.sourceforge.opencamera.Preview.CanvasView$1
0,1,2,net.sourceforge.opencamera.Preview.ApplicationInterface$VideoMaxFileSize
0,2,1,net.sourceforge.opencamera.MainActivity$4
0,2,1,net.sourceforge.opencamera.MainActivity$5
0,2,1,net.sourceforge.opencamera.MainActivity$6
4,4,3,net.sourceforge.opencamera.Preview.ApplicationInterface$NRModePref
0,2,1,net.sourceforge.opencamera.MainActivity$7
4,4,3,net.sourceforge.opencamera.CameraController.CameraController2$RequestTagType
0,2,1,net.sourceforge.opencamera.MainActivity$1
0,2,1,net.sourceforge.opencamera.MainActivity$2
0,2,1,net.sourceforge.opencamera.MainActivity$3
0,2,1,net.sourceforge.opencamera.Preview.Preview$1BatteryCheckVideoTimerTask$1
0,2,1,net.sourceforge.opencamera.MainActivity$8
4,4,4,net.sourceforge.opencamera.ImageSaver$Request$ImageFormat
0,2,1,net.sourceforge.opencamera.MainActivity$9
0,1,0,net.sourceforge.opencamera.CameraController.CameraController$ContinuousFocusMoveCallback
0,1,1,net.sourceforge.opencamera.CameraController.CameraControllerException
0,2,3,net.sourceforge.opencamera.MyPreferenceFragment$7
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$8
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$5
0,2,3,net.sourceforge.opencamera.MyPreferenceFragment$6
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$3
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$4
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$1
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$2
1,2,0,net.sourceforge.opencamera.MyPreferenceFragment$SaveFolderChooserDialog
0,2,3,net.sourceforge.opencamera.ImageSaver$LoadBitmapThread
0,1,4,net.sourceforge.opencamera.HDRProcessor$BrightenFactors
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$9$1
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$9$2
4,4,4,net.sourceforge.opencamera.ImageSaver$Request$Type
0,2,1,net.sourceforge.opencamera.MainActivity$8$1
0,2,3,net.sourceforge.opencamera.Preview.Preview$1BeepTimerTask
0,2,3,net.sourceforge.opencamera.AudioListener$1
0,2,1,net.sourceforge.opencamera.UI.FolderChooserDialog$2$1
0,2,1,net.sourceforge.opencamera.UI.FolderChooserDialog$2$2
0,1,2,net.sourceforge.opencamera.CameraController.CameraController$Face
1,3,1,net.sourceforge.opencamera.CameraController.CameraController1$CameraErrorCallback
0,2,1,net.sourceforge.opencamera.UI.PopupView$12$1
3,3,1,net.sourceforge.opencamera.UI.FolderChooserDialog$NewFolderInputFilter
0,2,1,net.sourceforge.opencamera.Preview.Preview$7
0,2,1,net.sourceforge.opencamera.Preview.Preview$6
0,2,1,net.sourceforge.opencamera.Preview.Preview$9
0,2,2,net.sourceforge.opencamera.Preview.Preview$8
9,7,3,net.sourceforge.opencamera.Preview.Preview$1
0,2,1,net.sourceforge.opencamera.Preview.Preview$3
0,2,1,net.sourceforge.opencamera.Preview.Preview$2
0,2,1,net.sourceforge.opencamera.Preview.Preview$5
0,2,1,net.sourceforge.opencamera.Preview.Preview$4
0,2,1,net.sourceforge.opencamera.CameraController.CameraController2$4$1
0,3,0,net.sourceforge.opencamera.CameraController.CameraControllerManager
0,6,4,net.sourceforge.opencamera.Preview.Preview$VideoFileInfo
3,3,1,net.sourceforge.opencamera.OpenCameraApplication
0,2,2,net.sourceforge.opencamera.UI.PopupView$21$1
0,2,1,net.sourceforge.opencamera.Preview.Preview$1TakePictureTimerTask
0,7,0,net.sourceforge.opencamera.CameraController.CameraController$PictureCallback
0,4,1,net.sourceforge.opencamera.MainActivity$MyGestureDetector
0,1,1,net.sourceforge.opencamera.Preview.ApplicationInterface$NoFreeStorageException
3,3,1,net.sourceforge.opencamera.CameraController.CameraControllerManager1
0,5,2,net.sourceforge.opencamera.CameraController.CameraControllerManager2
0,2,1,net.sourceforge.opencamera.CameraController.CameraController1$4$1
0,2,1,net.sourceforge.opencamera.UI.PopupView$8$1
0,8,4,net.sourceforge.opencamera.SaveLocationHistory
1,2,1,net.sourceforge.opencamera.MyWidgetProvider
4,4,4,net.sourceforge.opencamera.UI.MainUI$UIPlacement
0,1,0,net.sourceforge.opencamera.Preview.Preview$CloseCameraCallback
0,0,0,net.sourceforge.opencamera.Preview.VideoQualityHandler$1
0,2,1,net.sourceforge.opencamera.MyApplicationInterface$1
0,2,2,net.sourceforge.opencamera.MyApplicationInterface$2
0,2,1,net.sourceforge.opencamera.MyApplicationInterface$3
0,2,3,net.sourceforge.opencamera.PermissionHandler$1
0,1,0,net.sourceforge.opencamera.CameraController.CameraController$FaceDetectionListener
4,4,3,net.sourceforge.opencamera.HDRProcessor$HDRAlgorithm
0,2,2,net.sourceforge.opencamera.CameraController.CameraController1$1CameraFaceDetectionListener
3,3,0,net.sourceforge.opencamera.CameraController.CameraController1$TakePictureShutterCallback
0,1,2,net.sourceforge.opencamera.CameraController.CameraController$SupportedValues
0,1,0,net.sourceforge.opencamera.CameraController.CameraController$AutoFocusCallback
3,3,1,net.sourceforge.opencamera.CameraController.CameraController$RangeSorter
0,2,1,net.sourceforge.opencamera.CameraController.CameraController2$OnImageAvailableListener$1
9,7,2,net.sourceforge.opencamera.LocationSupplier$MyLocationListener
0,1,2,net.sourceforge.opencamera.ImageSaver$4
0,2,3,net.sourceforge.opencamera.ImageSaver$3
0,2,1,net.sourceforge.opencamera.ImageSaver$2
0,2,1,net.sourceforge.opencamera.CameraController.CameraController2$2
0,2,1,net.sourceforge.opencamera.ImageSaver$1
0,2,2,net.sourceforge.opencamera.CameraController.CameraController2$1
0,6,0,net.sourceforge.opencamera.Preview.CameraSurface.CameraSurface
1,3,1,net.sourceforge.opencamera.Preview.Preview$DoubleTapListener
0,2,3,net.sourceforge.opencamera.UI.PopupView$4
1,2,0,net.sourceforge.opencamera.MyPreferenceFragment$LoadSettingsFileChooserDialog
0,2,3,net.sourceforge.opencamera.UI.PopupView$1
0,2,3,net.sourceforge.opencamera.UI.PopupView$2
0,4,4,net.sourceforge.opencamera.UI.PopupView$5
0,2,2,net.sourceforge.opencamera.UI.PopupView$6
0,4,4,net.sourceforge.opencamera.UI.PopupView$9
0,4,4,net.sourceforge.opencamera.Preview.Preview$1MyFaceDetectionListener
0,2,1,net.sourceforge.opencamera.MyPreferenceFragment$12$1
0,3,3,net.sourceforge.opencamera.CameraController.RawImage
0,2,2,net.sourceforge.opencamera.MyPreferenceFragment$12$2
1,2,0,net.sourceforge.opencamera.MainActivity$MyFolderChooserDialog
0,2,1,net.sourceforge.opencamera.CameraController.CameraController2$OnRawImageAvailableListener$1
0,2,3,net.sourceforge.opencamera.Preview.Preview$12$1
0,2,1,net.sourceforge.opencamera.Preview.Preview$1TakePictureTimerTask$1
1,3,2,org.adblockplus.android.AdblockPlus$4
1,3,1,org.adblockplus.android.AdblockPlus$3
0,2,1,org.adblockplus.android.AdblockPlus$6
0,2,1,org.adblockplus.android.AdblockPlus$5
1,2,0,org.adblockplus.android.AdblockPlus$7
0,2,3,org.adblockplus.android.AdblockPlus$DownloadTask$1
0,1,1,com.stericson.RootTools.RootToolsException
0,3,2,com.stericson.RootTools.Symlink
0,2,1,sunlabs.brazil.util.SocketFactory
4,4,1,org.adblockplus.android.RefreshableListPreference
0,2,4,com.stericson.RootTools.Runner
0,5,1,sunlabs.brazil.server.Request$HttpOutputStream
0,2,3,org.adblockplus.brazil.SSLConnectionHandler$ConnectionHandler
0,1,0,sunlabs.brazil.util.regexp.Regexp$Filter
0,2,1,com.stericson.RootTools.SanityCheckRootTools$1
0,2,1,org.adblockplus.android.updater.UpdaterActivity$1
0,2,2,org.adblockplus.android.updater.UpdaterActivity$3
0,2,1,org.adblockplus.android.updater.UpdaterActivity$2
3,3,0,com.stericson.RootTools.Remounter
3,3,0,org.adblockplus.brazil.TransparentProxyHandler
0,2,1,org.adblockplus.android.AdblockPlus$2
0,2,2,org.adblockplus.android.AdblockPlus$1
1,2,0,org.adblockplus.brazil.SSLConnectionHandler
0,6,4,com.stericson.RootTools.Mount
4,4,2,org.adblockplus.android.CrashReportDialog
0,2,2,sunlabs.brazil.util.http.HttpRequest$Killer
1,3,1,org.adblockplus.android.Preferences$5
1,2,1,org.adblockplus.android.Preferences$3
0,2,1,org.adblockplus.android.Preferences$4
0,2,2,org.adblockplus.android.Preferences$1
0,2,3,org.adblockplus.android.Preferences$2
0,2,3,org.adblockplus.android.Preferences$4$1
0,2,2,sunlabs.brazil.util.regexp.Regexp$SubspecFilter
0,2,1,org.adblockplus.android.AdvancedPreferences$3
1,2,1,org.adblockplus.android.AdvancedPreferences$4
0,2,1,org.adblockplus.android.AdvancedPreferences$1
0,2,1,org.adblockplus.android.AdvancedPreferences$2
1,3,2,com.stericson.RootTools.Executer
0,2,1,org.adblockplus.android.ProxyService$3
0,2,1,org.adblockplus.android.ProxyService$2
0,3,1,org.adblockplus.android.AdvancedPreferences$5
0,2,1,org.adblockplus.android.ProxyService$5
0,2,1,org.adblockplus.android.ProxyService$4
0,2,1,org.adblockplus.android.ProxyService$1
1,2,2,org.adblockplus.android.updater.AlarmReceiver
1,2,0,org.adblockplus.android.Starter
1,2,0,sunlabs.brazil.util.DefaultSocketFactory
4,5,2,org.adblockplus.android.updater.UpdaterService
0,3,2,sunlabs.brazil.util.http.LimitInputStream
1,2,3,org.adblockplus.android.AdblockPlus$Task
0,5,1,com.stericson.RootTools.SanityCheckRootTools$SanityCheckThread$2
0,5,1,com.stericson.RootTools.SanityCheckRootTools$SanityCheckThread$1
8,5,1,com.stericson.RootTools.RootTools$3
8,5,2,com.stericson.RootTools.RootTools$1
8,5,1,com.stericson.RootTools.RootTools$2
3,3,0,sunlabs.brazil.util.http.NullInputStream
6,4,1,org.adblockplus.android.ProxySettings
0,5,4,sunlabs.brazil.util.Chars
0,2,3,sunlabs.brazil.server.Connection
10,5,0,sunlabs.brazil.util.Glob
0,3,4,com.stericson.RootTools.Installer
0,4,3,sunlabs.brazil.util.http.UnchunkingInputStream
0,4,1,org.adblockplus.android.AboutDialog
2,5,2,sunlabs.brazil.util.http.RecycleInputStream
4,4,2,com.stericson.RootTools.SanityCheckRootTools$SanityCheckThread
0,2,1,org.adblockplus.android.ProxyService$LocalBinder
9,6,2,org.literateprograms.BoyerMoore
0,2,2,org.adblockplus.android.RefreshableListPreference$1
3,3,1,org.adblockplus.android.ProxyService$ProxyServer
1,2,0,org.adblockplus.android.updater.UpdaterActivity
0,2,0,sunlabs.brazil.util.http.HttpSocketPool
0,2,0,sunlabs.brazil.server.Handler
6,4,0,org.adblockplus.android.ConfigurationActivity
2,5,3,com.stericson.RootTools.SanityCheckRootTools
6,5,4,org.adblockplus.brazil.RequestHandler
0,1,1,org.adw.jk
0,3,3,org.adw.jj
8,5,1,org.adw.rj
0,2,1,org.adw.adz$a$b$2
0,0,0,org.adw.rf
0,7,4,org.adw.jp
0,2,1,org.adw.adz$a$b$1
1,2,0,org.adw.js
0,2,1,org.adw.ro$2
1,3,2,org.adw.ro$1
8,5,1,org.adw.ke
0,8,0,org.adw.jv
1,2,0,org.adw.kf
0,1,0,org.adw.jw
0,2,1,org.adw.ro$3
1,2,0,org.adw.jx
0,2,2,org.adw.alt$2
13,7,2,org.adw.kn
0,1,0,org.adw.mh$a
1,2,1,org.adw.library.customwidget.TemplateManager$14$1
1,2,0,org.adw.abf$b
0,4,0,org.adw.jz
1,7,2,org.adw.kv
0,2,1,org.adw.bh$1
0,2,1,org.adw.go$b
0,4,1,org.adw.ks
0,9,1,org.adw.km
0,2,3,org.adw.alt$1
6,4,0,org.adw.library.licenses.LicensesActivity
0,3,4,org.adw.alt$4
0,3,2,org.adw.lv$a
10,5,0,org.adw.pm
1,2,0,org.adw.po
1,2,0,org.adw.pp
13,6,4,org.adw.ps
13,6,4,org.adw.pq
1,2,0,org.adw.pr
9,6,2,org.adw.pe
0,5,4,org.adw.pd
9,6,2,org.adw.pf
3,3,0,org.adw.vb$1
0,3,3,org.adw.ph
8,5,1,org.adw.pj
0,2,3,org.adw.library.workspace.DragLayer$LayoutParams
1,2,0,org.adw.ez$a
5,7,3,org.adw.pk
11,6,2,org.adw.qj
1,3,0,org.adw.qb
1,4,2,org.adw.qc
0,2,2,org.adw.we$1
1,3,0,org.adw.qa
0,1,0,org.adw.py
0,0,0,org.adw.qu
0,7,1,org.adw.qn
0,0,0,org.adw.qo
0,0,0,org.adw.qx
0,0,0,org.adw.qw
0,2,1,org.adw.abf$1
1,2,0,org.adw.qq
0,9,2,org.adw.qp
1,7,4,org.adw.qr
0,1,0,org.adw.rc
1,2,0,org.adw.rb
0,2,1,org.adw.akp$1
0,2,2,org.adw.aax$b$2
0,1,0,org.adw.te$a
0,2,4,org.adw.ss$1
0,2,1,org.adw.extensions.battery.BatteryExtension$1
1,2,0,org.adw.aew$e
0,8,2,org.adw.library.preferences.preferencetypes.AdwCheckBoxPreference
0,0,0,org.adw.a
0,4,2,org.adw.aew$d
1,2,0,org.adw.aew$a
1,2,0,org.adw.aew$c
1,2,0,org.adw.aew$b
0,2,1,org.adw.w
0,4,0,org.adw.t
3,3,0,org.adw.aef$a
0,4,4,org.adw.v
1,2,0,org.adw.ie$1
13,6,1,org.adw.m
0,1,3,org.adw.bh$b
0,5,0,org.adw.my
3,3,0,org.adw.library.commonwidgets.DropdownSpinner$a$1
0,5,0,org.adw.ni
0,0,0,org.adw.nd
0,1,1,org.adw.ne
0,1,3,org.adw.aas$b
0,2,0,org.adw.aas$a
1,3,1,org.adw.nc
0,2,1,org.adw.adg$1$1
0,4,4,org.adw.nb
0,2,2,org.adw.aax$b$1
0,2,1,org.adw.te$1
3,3,0,org.adw.afi$1
0,1,0,org.adw.aab$b
1,3,1,org.adw.aab$a
0,2,1,org.adw.vk$1$1
0,1,0,org.adw.fd$c
0,2,1,org.adw.vk$3
1,2,0,org.adw.fd$b
0,2,3,org.adw.vk$2
0,2,4,org.adw.vk$1
0,1,0,org.adw.fd$d
0,2,1,org.adw.ea$e
0,1,0,org.adw.ea$c
0,3,1,org.adw.ea$d
0,2,1,org.adw.adc$4
0,2,1,org.adw.adc$5
3,3,1,org.adw.ea$f
0,2,1,org.adw.adc$3
0,2,1,org.adw.adc$2
3,3,0,org.adw.uh$1
4,4,1,org.adw.adc$1
0,2,2,org.adw.wz$g$2
0,7,0,org.adw.er$a
0,2,4,org.adw.wz$g$3
0,2,2,org.adw.wz$g$4
0,2,4,org.adw.wz$g$1
0,0,0,org.adw.library.utils.proguard.Keep
0,3,4,org.adw.library.preferences.views.DashboardContainerView
0,2,0,org.adw.wn$a
0,2,1,org.adw.ho$b$1
1,3,2,org.adw.ab
0,6,3,org.adw.ac
1,2,0,org.adw.r
1,2,0,org.adw.f
1,3,3,org.adw.ea$a
3,3,1,org.adw.ea$b
6,4,0,org.adw.pa$1
6,4,0,org.adw.zo$a
0,1,2,org.adw.k
1,2,0,org.adw.h
1,2,0,org.adw.lk
0,7,0,org.adw.lh
1,2,0,org.adw.ae$1
0,1,0,org.adw.lr
8,5,2,org.adw.lp
0,1,3,org.adw.agm$a
0,2,0,org.adw.lz
0,2,1,org.adw.library.adwextensionapi.ADWExtension$1$2
0,5,1,org.adw.kz
0,2,3,org.adw.library.adwextensionapi.ADWExtension$1$3
