lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name
10,5,0,com.viewpagerindicator.LinePageIndicator$SavedState$1
0,1,1,com.nostra13.universalimageloader.core.download.BaseImageDownloader$1
1,2,0,org.ale.openwatch.SettingsActivity$GeneralPreferenceFragment
8,5,2,com.viewpagerindicator.CirclePageIndicator$SavedState
2,4,2,com.viewpagerindicator.TabPageIndicator$TabView
1,2,0,com.actionbarsherlock.internal.widget.PopupWindowCompat$1
0,1,0,com.facebook.Request$GraphPlaceListCallback
1,2,1,com.google.gson.internal.StringMap$Values$1
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnCreateOptionsMenuListener
0,1,0,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.R
1,2,0,com.google.android.gms.internal.dx$a
0,4,0,com.google.android.gms.games.multiplayer.realtime.RoomUpdateListener
0,6,3,twitter4j.internal.json.PagableResponseListImpl
6,4,0,com.google.android.gms.internal.cu$a
0,4,1,com.google.android.gms.maps.Projection
10,5,0,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$SavedState$1
0,5,3,com.google.gson.internal.StringMap$LinkedHashIterator
0,2,2,com.google.android.gms.maps.GoogleMap$4
0,2,2,com.google.android.gms.maps.GoogleMap$5
0,4,2,com.google.android.gms.maps.GoogleMap$6
0,2,2,com.google.android.gms.maps.GoogleMap$7
0,3,2,com.google.android.gms.maps.GoogleMap$1
0,2,2,com.google.android.gms.maps.GoogleMap$2
0,2,2,com.google.android.gms.maps.GoogleMap$3
0,3,2,com.google.android.gms.maps.GoogleMap$8
0,2,2,com.google.android.gms.maps.GoogleMap$9
6,4,0,com.google.android.gms.internal.t$a
0,4,0,twitter4j.Trends
0,0,0,com.facebook.widget.FacebookFragment$1
0,3,0,twitter4j.Category
0,2,3,com.facebook.widget.ImageDownloader$CacheReadWorkItem
0,3,1,com.google.android.gms.maps.GoogleMap$a
0,5,0,twitter4j.IDs
0,3,0,twitter4j.TimeZone
3,3,0,com.orm.androrm.migration.RenameRelationMigration
0,2,3,com.facebook.Settings$2
0,2,1,com.facebook.Settings$1
0,1,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$AnimatorUpdateListener
0,4,3,com.facebook.android.FacebookError
0,2,1,com.viewpagerindicator.TabPageIndicator$1
0,2,2,com.viewpagerindicator.TabPageIndicator$2
0,2,1,com.google.android.gms.maps.model.TileProvider
0,1,3,uk.co.senab.actionbarpulltorefresh.library.R$string
0,6,1,com.actionbarsherlock.internal.view.ActionProviderWrapper
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnPreparePanelListener
0,0,0,twitter4j.Twitter
0,2,1,com.bugsense.trace.EventsMechanism$2
1,2,1,com.bugsense.trace.EventsMechanism$1
0,5,2,com.orm.androrm.migration.AndrormMigration
1,2,0,com.mixpanel.android.util.StringUtils
3,3,0,com.google.android.gms.games.multiplayer.ParticipantUtils
1,2,0,com.google.android.gms.internal.cl$a
0,2,2,com.actionbarsherlock.ActionBarSherlock$Implementation
0,2,1,com.google.gson.stream.StringPool
0,1,0,com.facebook.model.PropertyName
0,9,1,com.google.android.gms.internal.dj$a$a
0,1,3,com.google.android.gms.location.Geofence
1,2,1,org.ale.openwatch.OWMissionAdapter$1
0,2,2,com.facebook.AuthorizationClient$WebViewAuthHandler$1
0,1,0,com.orm.androrm.field.AndrormField
0,1,0,com.google.android.gms.plus.PlusClient$OnPeopleLoadedListener
4,4,4,com.mixpanel.android.mpmetrics.HttpPoster$PostResult
8,5,3,com.actionbarsherlock.internal.widget.ActionBarView$SavedState
3,3,0,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.PullToRefreshAttacher$AbsDefaultHeaderTransformer
0,2,1,org.ale.openwatch.OWMediaObjectViewActivity$3$1
0,0,0,com.facebook.AccessToken$1
11,6,3,com.facebook.internal.FileLruCache$BufferFile
3,3,2,twitter4j.Version
0,2,0,com.google.android.gms.common.GooglePlayServicesClient$ConnectionCallbacks
0,1,0,com.google.android.gms.maps.model.RuntimeRemoteException
8,5,3,com.actionbarsherlock.internal.widget.IcsProgressBar$SavedState
1,2,0,org.ale.openwatch.http.OWMediaRequests$5
0,3,1,com.actionbarsherlock.internal.view.menu.MenuItemWrapper$1
3,3,0,org.ale.openwatch.http.OWMediaRequests$3
6,4,0,org.ale.openwatch.http.OWMediaRequests$1
0,4,3,com.google.gson.internal.bind.ArrayTypeAdapter
3,3,0,org.ale.openwatch.http.OWMediaRequests$2
0,9,4,com.google.android.gms.games.multiplayer.Participant
0,1,0,com.google.android.gms.common.images.ImageManager$OnImageLoadedListener
0,0,0,com.google.android.gms.appstate.AppStateClient$1
1,2,0,com.google.android.gms.internal.do$a
3,3,0,com.loopj.android.http.AsyncHttpClient$InflatingEntity
0,1,1,com.orm.andorm.R$drawable
0,8,4,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$AbstractItr
1,3,3,com.actionbarsherlock.widget.ActivityChooserModel$DefaultSorter
0,2,1,com.loopj.android.http.AsyncHttpResponseHandler$1
0,2,0,twitter4j.internal.logging.LoggerFactory
0,7,0,twitter4j.OEmbed
0,4,0,com.facebook.android.Facebook$DialogListener
13,6,4,com.actionbarsherlock.internal.nineoldandroids.animation.FloatKeyframeSet
0,4,0,twitter4j.AccountTotals
0,1,0,com.google.android.gms.maps.LocationSource$OnLocationChangedListener
0,1,0,com.google.android.gms.plus.PlusClient$a
0,1,0,com.google.android.gms.plus.PlusClient$b
1,2,0,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$HasPermanentMenuKey
1,6,3,com.actionbarsherlock.internal.widget.TabsLinearLayout
1,2,0,com.google.gson.internal.bind.TimeTypeAdapter$1
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnOptionsItemSelectedListener
1,2,0,com.google.android.gms.maps.internal.IGoogleMapDelegate$a
0,1,0,com.google.gson.JsonDeserializationContext
3,3,1,com.google.gson.internal.StringMap$KeySet$1
1,2,2,com.facebook.AuthorizationClient$AuthDialogBuilder
0,1,0,org.ale.openwatch.fb.FBUtils$PostResponse
0,0,0,com.viewpagerindicator.CirclePageIndicator$1
1,2,1,org.ale.openwatch.FeedFragmentActivity$6
0,3,1,org.ale.openwatch.FeedFragmentActivity$4
4,4,1,org.ale.openwatch.FeedFragmentActivity$5
0,1,1,org.ale.openwatch.FeedFragmentActivity$2
0,2,1,org.ale.openwatch.FeedFragmentActivity$3
0,1,1,org.ale.openwatch.FeedFragmentActivity$1
3,3,1,org.ale.openwatch.http.Utils
1,3,1,org.ale.openwatch.http.OWServiceRequests$16
0,4,2,org.ale.openwatch.http.OWServiceRequests$15
0,2,4,org.ale.openwatch.http.OWServiceRequests$14
0,3,3,org.ale.openwatch.http.OWServiceRequests$13
0,2,4,org.ale.openwatch.http.OWServiceRequests$12
6,4,0,org.ale.openwatch.http.OWServiceRequests$11
6,4,0,org.ale.openwatch.http.OWServiceRequests$10
0,2,2,com.facebook.android.Facebook$TokenRefreshConnectionHandler
0,1,1,org.ale.openwatch.http.OWServiceRequests$17
0,1,0,com.actionbarsherlock.widget.ShareActionProvider$OnShareTargetSelectedListener
0,3,0,com.google.android.gms.internal.an$b
0,2,0,com.google.android.gms.maps.GoogleMap$InfoWindowAdapter
1,3,1,com.facebook.internal.SessionTracker$ActiveSessionBroadcastReceiver
0,1,0,com.orm.andorm.R
6,4,0,com.google.android.gms.internal.ct$a
0,1,0,com.facebook.widget.PickerFragment$OnDataChangedListener
0,4,2,com.facebook.AuthorizationClient$KatanaProxyAuthHandler
1,3,1,com.facebook.widget.FacebookFragment$DefaultSessionStatusCallback
0,2,0,com.google.android.gms.maps.internal.ILocationSourceDelegate
1,2,0,com.google.android.gms.internal.cc$a
0,2,1,org.ale.openwatch.MissionChooserDialogFragment$1
0,2,1,org.ale.openwatch.MissionChooserDialogFragment$2
6,4,1,org.ale.openwatch.account.Authentication
0,1,0,com.facebook.widget.PickerFragment$GraphObjectFilter
10,5,0,com.viewpagerindicator.CirclePageIndicator$SavedState$1
0,2,1,com.facebook.Request$3
0,2,1,com.facebook.Request$2
0,2,1,com.facebook.Request$1
0,2,2,com.nostra13.universalimageloader.core.decode.BaseImageDecoder$ExifInfo
0,2,2,com.facebook.Request$5
0,2,2,com.facebook.Request$4
0,4,0,com.google.android.gms.plus.model.people.Person$AgeRange
0,9,0,com.actionbarsherlock.view.SubMenu
1,2,0,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.PullToRefreshAttacher$AbsEnvironmentDelegate
4,4,3,com.facebook.TestSession$Mode
0,1,1,com.nostra13.universalimageloader.core.download.NetworkDeniedImageDownloader$1
0,2,1,com.actionbarsherlock.widget.ActivityChooserModel$HistoryLoader$1
0,2,2,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$OpenOverflowRunnable
0,2,2,com.bugsense.trace.CrashMechanism$4
0,2,2,com.bugsense.trace.CrashMechanism$2
0,2,1,com.bugsense.trace.CrashMechanism$3
1,2,1,com.bugsense.trace.CrashMechanism$1
1,3,1,com.facebook.UiLifecycleHelper$ActiveSessionBroadcastReceiver
1,2,0,com.nostra13.universalimageloader.core.assist.FlushedInputStream
0,2,2,com.facebook.Session$TokenRefreshRequestHandler
0,2,2,org.ale.openwatch.OWMediaObjectViewActivity$3
0,2,2,org.ale.openwatch.OWMediaObjectViewActivity$2
1,3,2,org.ale.openwatch.OWMediaObjectViewActivity$1
4,4,2,org.ale.openwatch.OWInvestigationViewActivity$1
0,1,1,org.ale.openwatch.OWMediaObjectViewActivity$7
0,2,4,org.ale.openwatch.OWMediaObjectViewActivity$6
4,5,1,org.ale.openwatch.OWMediaObjectViewActivity$5
0,2,1,org.ale.openwatch.OWMediaObjectViewActivity$4
0,7,0,twitter4j.api.TweetsResources
6,4,0,com.google.android.gms.internal.dw$a
0,6,1,com.actionbarsherlock.internal.nineoldandroids.widget.NineLinearLayout
0,3,1,com.google.android.gms.internal.t$a$a
8,5,2,com.google.android.gcm.GCMBroadcastReceiver
0,2,0,twitter4j.internal.http.HttpClient
1,3,1,com.facebook.widget.LoginButton$LoginButtonCallback
0,1,0,com.google.gson.annotations.SerializedName
1,3,1,com.actionbarsherlock.internal.widget.ScrollingTabContainerView$TabClickListener
4,4,1,com.mixpanel.android.mpmetrics.GCMReceiver
0,2,1,org.ale.openwatch.location.DeviceLocation$GetBestLocation
0,1,0,com.actionbarsherlock.view.Window$Callback
0,0,0,com.facebook.internal.SessionTracker$1
0,1,0,com.facebook.widget.LoginButton$OnErrorListener
0,8,3,twitter4j.internal.http.HttpResponseEvent
0,4,2,com.actionbarsherlock.internal.widget.IcsAbsSpinner$RecycleBin
0,2,1,com.facebook.widget.PlacePickerFragment$3
0,2,1,com.facebook.widget.PlacePickerFragment$2
13,6,1,com.facebook.widget.PlacePickerFragment$1
0,1,0,com.google.android.gms.games.OnSignOutCompleteListener
0,2,3,org.ale.openwatch.feeds.RemoteRecordingsListFragment$8
0,2,3,org.ale.openwatch.feeds.RemoteRecordingsListFragment$9
0,4,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$6
0,2,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$4
0,2,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$5
0,2,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$2
1,3,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$3
0,3,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$1
4,4,1,com.mixpanel.android.mpmetrics.MPDbAdapter$MPDatabaseHelper
0,5,1,com.orm.androrm.TransactionListener
1,3,1,com.actionbarsherlock.widget.ActivityChooserModel$HistoryLoader
0,1,0,com.google.android.gms.internal.z$a
0,1,0,com.google.android.gms.games.OnGamesLoadedListener
3,3,0,com.google.android.gms.games.GameBuffer
0,2,0,com.viewpagerindicator.IconPagerAdapter
0,5,2,com.google.gson.internal.$Gson$Types$GenericArrayTypeImpl
0,1,3,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$Node
0,8,3,com.google.android.gms.internal.ea
3,7,4,com.google.android.gms.maps.model.CameraPosition$Builder
0,0,0,com.google.gson.internal.Streams$1
0,4,1,com.google.android.gms.internal.cm$a$a
0,1,0,org.ale.openwatch.twitter.TwitterUtils$TwitterAuthCallback
6,4,0,com.google.android.gms.games.multiplayer.InvitationBuffer
0,1,0,com.facebook.TestSession$FqlResult
1,2,0,com.google.gson.internal.bind.ArrayTypeAdapter$1
4,4,1,com.facebook.widget.PlacePickerFragment$AsNeededLoadingStrategy
0,1,0,com.google.android.gms.internal.db
0,1,0,com.google.android.gms.internal.da
0,1,0,com.google.android.gms.internal.cz
0,2,0,com.actionbarsherlock.internal.widget.IcsAdapterView$OnItemSelectedListener
0,1,0,com.orm.androrm.statement.AndStatement
0,1,0,com.google.android.gms.internal.dh
0,1,0,com.google.android.gms.internal.dg
0,7,0,com.google.android.gms.internal.dj
0,1,0,com.google.android.gms.internal.di
0,1,0,com.google.android.gms.internal.dd
0,1,0,com.google.android.gms.internal.dc
0,1,0,com.google.android.gms.internal.df
0,1,0,com.google.android.gms.internal.de
0,1,0,com.google.android.gms.internal.dp
0,9,0,com.google.android.gms.internal.do
0,1,0,com.google.android.gms.internal.dr
0,1,0,com.google.android.gms.internal.dq
0,6,1,com.google.android.gms.internal.du
0,6,0,com.facebook.model.GraphObject
0,1,0,twitter4j.api.UndocumentedResources
0,1,0,twitter4j.SimilarPlaces
1,3,1,org.ale.openwatch.OWProfileActivity$1
0,2,1,org.ale.openwatch.OWProfileActivity$2
0,2,1,org.ale.openwatch.OWProfileActivity$3
0,2,1,org.ale.openwatch.OWProfileActivity$4
0,2,1,org.ale.openwatch.OWProfileActivity$5
0,2,1,org.ale.openwatch.OWProfileActivity$6
0,2,1,org.ale.openwatch.OWProfileActivity$7
1,2,0,org.ale.openwatch.MapActivity
0,2,1,com.facebook.LoginActivity$1
0,2,0,twitter4j.internal.async.Dispatcher
0,3,1,com.facebook.LoginActivity$2
3,3,0,com.google.android.gms.plus.model.moments.MomentBuffer
0,1,2,com.orm.andorm.R$string
0,1,0,uk.co.senab.actionbarpulltorefresh.library.R
1,2,0,com.google.android.gms.internal.dn$a
6,4,0,com.google.android.gms.internal.ck$a
0,8,3,com.orm.androrm.statement.Statement
0,8,3,twitter4j.StatusDeletionNoticeImpl
0,0,0,com.facebook.FacebookRequestError$1
0,1,0,com.google.android.gms.games.leaderboard.OnLeaderboardMetadataLoadedListener
0,1,0,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$OnRefreshListener
0,3,3,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorSet$1
0,2,0,com.facebook.AuthorizationClient$StartActivityDelegate
0,1,0,com.google.android.gms.internal.eq$f
0,3,1,com.google.android.gms.internal.cr$a$a
0,3,0,com.facebook.android.Facebook$ServiceListener
0,5,3,com.actionbarsherlock.widget.ActivityChooserModel$HistoricalRecord
0,0,0,com.mixpanel.android.mpmetrics.MixpanelAPI$1
0,1,0,com.nostra13.universalimageloader.core.decode.ImageDecoder
0,6,2,com.actionbarsherlock.internal.widget.IcsColorDrawable
3,3,1,com.google.gson.stream.MalformedJsonException
0,1,4,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorSet$Dependency
0,1,0,com.google.android.gms.internal.ca
6,4,0,com.google.android.gms.internal.by
0,1,0,com.google.android.gms.internal.ci
0,2,0,com.google.android.gms.internal.ch
0,5,1,twitter4j.internal.http.HttpResponseImpl
0,3,0,com.google.android.gms.internal.cb
0,7,4,com.google.android.gms.internal.cd
0,1,0,com.google.android.gms.internal.co
0,1,0,com.google.android.gms.internal.cn
0,1,0,com.google.android.gms.internal.cq
0,1,0,com.google.android.gms.internal.cp
0,2,0,com.google.android.gms.internal.ck
1,2,0,com.google.android.gms.internal.cj
0,2,0,com.google.android.gms.internal.cm
0,6,0,com.google.android.gms.internal.cl
1,2,0,com.google.android.gms.internal.cv
0,1,0,com.google.android.gms.internal.cy
0,2,1,com.google.android.gms.internal.cx
0,1,0,com.google.android.gms.internal.cs
0,1,0,com.google.android.gms.internal.cr
0,1,0,com.google.android.gms.internal.cu
0,3,0,com.google.android.gms.internal.ct
0,1,0,com.facebook.Session$StatusCallback
0,2,2,com.google.android.gms.internal.ay
0,1,0,com.google.android.gms.internal.ax
0,1,0,com.google.android.gms.internal.az
0,1,0,com.google.android.gms.internal.be
1,3,1,com.google.android.gms.internal.bd
0,0,0,com.google.android.gms.internal.bc
14,9,2,com.google.android.gms.internal.bn
0,1,0,com.google.android.gms.internal.bp
0,6,3,com.google.android.gms.internal.bo
0,6,1,com.google.android.gms.internal.bk
0,1,0,com.facebook.widget.GraphObjectAdapter$Filter
0,1,0,com.google.android.gms.internal.bq
0,2,1,com.google.android.gms.internal.bs
9,6,2,com.facebook.widget.ImageResponseCache
0,0,0,com.google.android.gms.internal.ae
0,1,0,com.facebook.model.GraphMultiResult
0,1,0,com.google.android.gms.internal.ab
0,2,1,com.facebook.Session$2
0,1,0,com.facebook.Session$1
0,1,1,com.facebook.Session$4
0,2,3,com.facebook.Session$3
14,9,3,com.google.android.gms.internal.ai
1,2,0,com.google.android.gms.internal.aw
4,5,1,com.mixpanel.android.mpmetrics.ConfigurationChecker
4,5,2,com.google.android.gms.maps.model.UrlTileProvider
0,9,4,twitter4j.internal.json.TrendJSONImpl
0,2,1,com.bugsense.trace.DefaultExceptionHandler
0,4,3,com.facebook.Session$Builder
0,5,2,com.actionbarsherlock.internal.ActionBarSherlockNative$ActionModeCallbackWrapper
0,0,0,com.google.android.gms.common.images.ImageManager$1
6,4,0,com.google.android.gms.internal.cb$a
9,6,2,com.google.gson.internal.bind.TimeTypeAdapter
4,4,1,org.ale.openwatch.WhatHappenedActivity$4
0,2,1,org.ale.openwatch.WhatHappenedActivity$3
0,2,1,org.ale.openwatch.WhatHappenedActivity$2
0,1,0,com.google.android.gms.games.multiplayer.OnInvitationReceivedListener
0,2,1,org.ale.openwatch.WhatHappenedActivity$1
1,2,1,org.ale.openwatch.WhatHappenedActivity$8
4,4,3,org.ale.openwatch.WhatHappenedActivity$7
0,2,1,org.ale.openwatch.WhatHappenedActivity$6
1,3,2,org.ale.openwatch.WhatHappenedActivity$5
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$AnimationHandler
0,2,1,com.bugsense.trace.BugSenseHandler$1
1,2,0,com.google.android.gms.internal.a$a
8,6,3,com.google.gson.LongSerializationPolicy
0,2,2,org.ale.openwatch.WhatHappenedActivity$9
1,3,1,com.orm.androrm.migration.AddFieldMigration
0,2,1,com.actionbarsherlock.widget.SearchView$4
0,2,1,com.actionbarsherlock.widget.SearchView$5
0,2,1,com.actionbarsherlock.widget.SearchView$2
0,2,1,com.actionbarsherlock.widget.SearchView$3
0,2,1,com.actionbarsherlock.widget.SearchView$1
0,3,0,org.ale.openwatch.OWUtils$VideoViewCallback
2,4,4,com.loopj.android.http.RetryHandler
0,2,1,com.actionbarsherlock.widget.SearchView$8
0,2,1,com.actionbarsherlock.widget.SearchView$9
0,2,1,com.actionbarsherlock.widget.SearchView$6
0,2,1,com.actionbarsherlock.widget.SearchView$7
6,4,0,com.facebook.NonCachingTokenCachingStrategy
0,5,3,com.google.android.gms.common.images.ImageManager$b
0,6,2,com.google.android.gms.common.images.ImageManager$a
1,6,3,com.google.android.gms.common.images.ImageManager$d
0,6,2,com.google.android.gms.common.images.ImageManager$c
0,4,1,com.google.android.gms.common.images.ImageManager$e
3,3,0,com.google.gson.internal.$Gson$Preconditions
0,5,1,com.google.android.gms.internal.cb$a$a
0,1,0,com.google.android.gms.appstate.OnStateDeletedListener
0,1,1,com.orm.andorm.R$id
10,5,1,com.google.gson.Gson$6
0,2,1,com.google.gson.Gson$2
0,3,1,com.google.gson.Gson$3
8,5,1,com.google.gson.Gson$4
8,5,1,com.google.gson.Gson$5
3,3,1,com.google.gson.Gson$1
1,2,0,twitter4j.internal.logging.JULLoggerFactory
0,2,2,com.facebook.widget.WorkQueue$1
0,2,2,com.nostra13.universalimageloader.core.ImageLoaderEngine$1
6,4,1,com.actionbarsherlock.internal.ResourcesCompat
0,7,1,com.actionbarsherlock.widget.ActivityChooserView$Callbacks
0,1,0,com.facebook.widget.PickerFragment$OnDoneButtonClickedListener
6,4,0,com.google.android.gms.internal.cs$a
6,4,3,com.actionbarsherlock.internal.widget.IcsToast
0,0,0,com.viewpagerindicator.LinePageIndicator$1
0,1,0,com.bugsense.trace.ExceptionCallback
0,4,3,com.nostra13.universalimageloader.cache.disc.BaseDiscCache
0,2,2,com.mixpanel.android.mpmetrics.GCMReceiver$1
1,2,1,com.mixpanel.android.mpmetrics.GCMReceiver$2
0,2,1,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$DecorChildLayout
0,2,2,com.actionbarsherlock.internal.widget.IcsSpinner$DropdownPopup$1
0,4,1,com.google.android.gms.maps.internal.ILocationSourceDelegate$a$a
3,7,1,com.google.android.gms.common.data.DataBuffer
0,2,1,com.actionbarsherlock.widget.ActivityChooserView$3
0,2,1,com.actionbarsherlock.widget.ActivityChooserView$2
0,3,1,com.actionbarsherlock.widget.ActivityChooserView$1
0,2,0,twitter4j.StatusDeletionNotice
0,2,0,com.google.gson.ExclusionStrategy
1,2,0,com.bugsense.trace.Utils$2
0,2,2,com.google.android.gms.maps.model.TileOverlayOptions$2
1,2,0,com.bugsense.trace.Utils$1
0,2,2,com.google.android.gms.maps.model.TileOverlayOptions$1
4,5,2,org.ale.openwatch.LoginActivity$5
0,4,2,org.ale.openwatch.LoginActivity$6
0,2,2,org.ale.openwatch.LoginActivity$3
0,2,2,org.ale.openwatch.LoginActivity$4
0,2,1,org.ale.openwatch.LoginActivity$9
1,2,1,org.ale.openwatch.LoginActivity$7
0,2,1,org.ale.openwatch.LoginActivity$8
5,7,4,com.orm.androrm.TableDefinition
0,2,1,com.bugsense.trace.Utils$3
6,4,0,org.ale.openwatch.view.LinkedTextView
10,5,0,com.viewpagerindicator.TitlePageIndicator$SavedState$1
3,6,1,com.actionbarsherlock.internal.nineoldandroids.animation.Keyframe$ObjectKeyframe
0,1,0,com.actionbarsherlock.widget.ActivityChooserModel$ActivityChooserModelClient
3,3,1,com.nostra13.universalimageloader.core.assist.deque.LIFOLinkedBlockingDeque
1,3,2,twitter4j.internal.async.DispatcherFactory
0,2,1,com.google.android.gms.gcm.GoogleCloudMessaging$1
0,1,0,com.facebook.widget.PickerFragment$OnSelectionChangedListener
0,3,1,com.google.android.gms.internal.dq$a$a
10,5,0,com.orm.androrm.field.CharField
0,2,1,com.facebook.android.FbDialog$1
0,5,1,com.orm.androrm.migration.RenameModelMigration
3,6,1,com.actionbarsherlock.internal.widget.ScrollingTabContainerView$TabAdapter
0,1,1,com.google.gson.internal.bind.ObjectTypeAdapter$2
1,2,0,com.google.gson.internal.bind.ObjectTypeAdapter$1
13,7,1,com.actionbarsherlock.view.ActionProvider
4,4,2,org.ale.openwatch.feeds.RemoteRecordingsListFragment$5$1
0,4,0,com.google.android.gms.plus.model.people.Person$Cover$CoverInfo
0,2,1,org.ale.openwatch.WhatHappenedActivity$8$1
0,1,1,com.nostra13.universalimageloader.core.display.RoundedBitmapDisplayer$1
0,3,4,com.facebook.widget.ImageDownloader$RequestKey
0,2,0,com.google.android.gms.plus.model.people.Person$Image
0,1,0,com.actionbarsherlock.app.ActionBar$OnMenuVisibilityListener
0,4,4,com.google.android.gms.maps.model.LatLngBounds$Builder
0,2,0,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$ViewDelegate
0,1,1,org.ale.openwatch.Manifest$permission
0,5,2,com.facebook.internal.FileLruCache$Limits
0,1,0,org.ale.openwatch.constants.Constants$1
0,1,0,org.ale.openwatch.constants.Constants$2
0,1,1,org.ale.openwatch.constants.Constants$3
0,7,2,com.actionbarsherlock.app.ActionBar$LayoutParams
3,6,3,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorSet$DependencyListener
0,1,0,com.orm.androrm.Query
1,2,0,com.google.gson.LongSerializationPolicy$1
1,2,0,com.google.gson.LongSerializationPolicy$2
3,3,0,twitter4j.util.CharacterUtil
0,1,2,com.facebook.FacebookSdkVersion
0,2,1,com.actionbarsherlock.internal.app.ActionBarImpl$2
0,2,1,com.actionbarsherlock.internal.app.ActionBarImpl$1
0,1,0,com.facebook.Request$Callback
8,5,2,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$SavedState
0,3,0,com.actionbarsherlock.app.ActionBar$TabListener
0,5,0,twitter4j.UserMentionEntity
1,2,0,com.google.android.gms.internal.dm$a
0,6,0,com.orm.androrm.field.DatabaseField
0,4,0,com.actionbarsherlock.view.ActionMode$Callback
0,2,3,org.ale.openwatch.gcm.GCMUtils$2
8,5,2,org.ale.openwatch.gcm.GCMUtils$1
1,3,1,com.orm.androrm.statement.LikeStatement
1,3,1,twitter4j.internal.logging.StdOutLoggerFactory
0,5,0,twitter4j.api.PlacesGeoResources
0,0,1,com.google.android.gms.plus.model.people.Person$Collection
0,2,1,org.ale.openwatch.OWProfileActivity$4$1
0,1,0,com.facebook.Request$GraphUserCallback
10,5,0,com.viewpagerindicator.UnderlinePageIndicator$SavedState$1
0,2,1,org.ale.openwatch.SettingsActivity$1
1,2,0,org.ale.openwatch.SettingsActivity$2
0,1,1,twitter4j.json.DataObjectFactory$2
1,3,1,twitter4j.internal.logging.NullLoggerFactory
3,3,0,twitter4j.json.DataObjectFactory$1
0,2,0,com.facebook.Session$StartActivityDelegate
0,1,1,com.google.android.gms.common.GooglePlayServicesNotAvailableException
0,1,2,com.google.android.gms.plus.model.people.Person$Organizations$Type
0,2,1,org.ale.openwatch.OWUtils$4$1
0,2,1,org.ale.openwatch.FancyLoginActivity$FadeTimerTask$1
0,1,0,com.google.gson.InstanceCreator
0,2,2,org.ale.openwatch.fb.FBUtils$1
4,5,2,org.ale.openwatch.fb.FBUtils$3
0,2,2,org.ale.openwatch.fb.FBUtils$2
0,2,2,org.ale.openwatch.fb.FBUtils$4
0,2,1,twitter4j.internal.http.HttpClientImpl$1
8,9,4,twitter4j.auth.BasicAuthorization
9,6,2,com.google.gson.JsonStreamParser
0,4,4,org.ale.openwatch.model.OWSyncTask
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnMenuItemSelectedListener
3,6,1,com.google.gson.internal.StringMap$Values
1,3,3,com.mixpanel.android.mpmetrics.HttpPoster
0,0,0,twitter4j.internal.org.json.JSONObject$1
4,8,2,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$OverflowMenuButton
0,2,1,com.google.android.gms.internal.bc$a$a
0,2,0,twitter4j.api.SpamReportingResource
0,4,3,twitter4j.RateLimitStatusEvent
0,2,3,org.ale.openwatch.http.OWServiceRequests$1
4,4,3,com.facebook.Response$PagingDirection
0,1,1,com.google.gson.stream.JsonWriter$1
0,3,1,com.google.android.gms.internal.q$a$a
0,4,3,twitter4j.internal.json.TwitterResponseImpl
0,1,1,uk.co.senab.actionbarpulltorefresh.library.R$style
0,2,3,org.ale.openwatch.http.OWServiceRequests$6
0,0,0,com.actionbarsherlock.internal.widget.IcsAbsSpinner$1
4,4,4,org.ale.openwatch.http.OWServiceRequests$7
0,2,2,org.ale.openwatch.http.OWServiceRequests$8
0,2,3,org.ale.openwatch.http.OWServiceRequests$9
0,3,2,org.ale.openwatch.http.OWServiceRequests$2
0,3,2,org.ale.openwatch.http.OWServiceRequests$3
0,3,4,org.ale.openwatch.http.OWServiceRequests$4
0,4,3,org.ale.openwatch.http.OWServiceRequests$5
11,6,2,com.facebook.internal.FileLruCache$ModifiedFile
0,1,0,com.viewpagerindicator.TabPageIndicator$OnTabReselectedListener
