lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name,is_code_smell
1,2,0,com.google.gson.LongSerializationPolicy$2,false
3,3,0,twitter4j.util.CharacterUtil,false
0,1,2,com.facebook.FacebookSdkVersion,false
0,2,1,com.actionbarsherlock.internal.app.ActionBarImpl$2,false
0,2,1,com.actionbarsherlock.internal.app.ActionBarImpl$1,false
0,1,0,com.facebook.Request$Callback,false
8,5,2,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$SavedState,false
0,3,0,com.actionbarsherlock.app.ActionBar$TabListener,false
0,5,0,twitter4j.UserMentionEntity,false
1,2,0,com.google.android.gms.internal.dm$a,false
0,6,0,com.orm.androrm.field.DatabaseField,false
0,4,0,com.actionbarsherlock.view.ActionMode$Callback,false
0,2,3,org.ale.openwatch.gcm.GCMUtils$2,false
8,5,2,org.ale.openwatch.gcm.GCMUtils$1,false
1,3,1,com.orm.androrm.statement.LikeStatement,false
1,3,1,twitter4j.internal.logging.StdOutLoggerFactory,false
0,5,0,twitter4j.api.PlacesGeoResources,false
0,0,1,com.google.android.gms.plus.model.people.Person$Collection,false
0,2,1,org.ale.openwatch.OWProfileActivity$4$1,false
0,1,0,com.facebook.Request$GraphUserCallback,false
10,5,0,com.viewpagerindicator.UnderlinePageIndicator$SavedState$1,false
0,2,1,org.ale.openwatch.SettingsActivity$1,false
1,2,0,org.ale.openwatch.SettingsActivity$2,false
0,1,1,twitter4j.json.DataObjectFactory$2,false
1,3,1,twitter4j.internal.logging.NullLoggerFactory,false
3,3,0,twitter4j.json.DataObjectFactory$1,false
0,2,0,com.facebook.Session$StartActivityDelegate,false
0,1,1,com.google.android.gms.common.GooglePlayServicesNotAvailableException,false
0,1,2,com.google.android.gms.plus.model.people.Person$Organizations$Type,false
0,2,1,org.ale.openwatch.OWUtils$4$1,false
0,2,1,org.ale.openwatch.FancyLoginActivity$FadeTimerTask$1,false
0,1,0,com.google.gson.InstanceCreator,false
0,2,2,org.ale.openwatch.fb.FBUtils$1,false
4,5,2,org.ale.openwatch.fb.FBUtils$3,false
0,2,2,org.ale.openwatch.fb.FBUtils$2,false
0,2,2,org.ale.openwatch.fb.FBUtils$4,false
0,2,1,twitter4j.internal.http.HttpClientImpl$1,false
8,9,4,twitter4j.auth.BasicAuthorization,false
9,6,2,com.google.gson.JsonStreamParser,false
0,4,4,org.ale.openwatch.model.OWSyncTask,false
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnMenuItemSelectedListener,false
3,6,1,com.google.gson.internal.StringMap$Values,false
1,3,3,com.mixpanel.android.mpmetrics.HttpPoster,false
0,0,0,twitter4j.internal.org.json.JSONObject$1,false
4,8,2,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$OverflowMenuButton,false
0,2,1,com.google.android.gms.internal.bc$a$a,false
0,2,0,twitter4j.api.SpamReportingResource,false
0,4,3,twitter4j.RateLimitStatusEvent,false
0,2,3,org.ale.openwatch.http.OWServiceRequests$1,false
4,4,3,com.facebook.Response$PagingDirection,false
0,1,1,com.google.gson.stream.JsonWriter$1,false
0,3,1,com.google.android.gms.internal.q$a$a,false
0,4,3,twitter4j.internal.json.TwitterResponseImpl,false
0,1,1,uk.co.senab.actionbarpulltorefresh.library.R$style,false
0,2,3,org.ale.openwatch.http.OWServiceRequests$6,false
0,0,0,com.actionbarsherlock.internal.widget.IcsAbsSpinner$1,false
4,4,4,org.ale.openwatch.http.OWServiceRequests$7,false
0,2,2,org.ale.openwatch.http.OWServiceRequests$8,false
0,2,3,org.ale.openwatch.http.OWServiceRequests$9,false
0,3,2,org.ale.openwatch.http.OWServiceRequests$2,false
0,3,2,org.ale.openwatch.http.OWServiceRequests$3,false
0,3,4,org.ale.openwatch.http.OWServiceRequests$4,false
0,4,3,org.ale.openwatch.http.OWServiceRequests$5,false
11,6,2,com.facebook.internal.FileLruCache$ModifiedFile,false
0,1,0,com.viewpagerindicator.TabPageIndicator$OnTabReselectedListener,false
0,2,2,org.ale.openwatch.view.TagPoolLayout$2$2,false
1,2,1,org.ale.openwatch.view.TagPoolLayout$2$1,false
1,2,0,com.google.android.gms.maps.internal.IProjectionDelegate$a,false
6,4,0,com.google.android.gms.internal.cr$a,false
0,4,1,org.ale.openwatch.model.OWFeed,false
8,5,2,com.viewpagerindicator.LinePageIndicator$SavedState,false
0,5,1,com.facebook.widget.PickerFragment$LoadingStrategy$1,false
0,1,0,com.facebook.widget.GraphObjectPagingLoader$PagedResults,false
0,2,1,com.facebook.widget.PickerFragment$LoadingStrategy$3,false
0,2,1,com.facebook.widget.PickerFragment$LoadingStrategy$2,false
3,3,1,com.facebook.internal.FileLruCache$StreamHeader,false
0,1,1,com.viewpagerindicator.TitlePageIndicator$1,false
0,2,1,com.facebook.widget.ProfilePictureView$1,false
13,6,1,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.PullToRefreshAttacher,false
0,3,3,com.facebook.FacebookDialogException,false
1,2,0,twitter4j.auth.AuthorizationFactory,false
1,3,2,twitter4j.internal.http.HttpClientFactory,false
0,1,3,com.google.android.gms.games.PageDirection,false
6,4,0,com.google.android.gms.internal.ca$a,false
14,9,4,twitter4j.internal.http.HttpClientImpl,false
0,1,2,com.google.android.gms.plus.model.people.Person$ObjectType,false
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnActionModeStartedListener,false
0,2,2,com.actionbarsherlock.internal.widget.ScrollingTabContainerView$1,false
3,3,1,uk.co.senab.actionbarpulltorefresh.library.viewdelegates.ScrollViewDelegate,false
8,5,2,com.google.gson.internal.bind.ObjectTypeAdapter,false
4,5,3,com.google.gson.internal.bind.CollectionTypeAdapterFactory$Adapter,false
6,5,4,com.mixpanel.android.mpmetrics.MPDbAdapter$Table,false
1,3,3,com.facebook.model.GraphObject$Factory$ProxyBase,false
1,2,0,com.google.android.gms.maps.internal.IUiSettingsDelegate$a,false
0,2,0,com.actionbarsherlock.internal.view.View_HasStateListenerSupport,false
6,4,0,com.google.gson.internal.bind.JsonTreeWriter$1,false
0,1,1,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.R$integer,false
0,5,0,twitter4j.api.TrendsResources,false
0,3,2,com.facebook.FacebookServiceException,false
2,5,4,twitter4j.TwitterAPIMonitor,false
0,6,0,twitter4j.management.InvocationStatistics,false
0,2,2,com.facebook.widget.GraphObjectAdapter$SectionAndItem,false
0,1,0,com.actionbarsherlock.widget.SearchView$OnCloseListener,false
0,2,1,org.ale.openwatch.RecorderActivity$3,false
1,2,1,org.ale.openwatch.RecorderActivity$2,false
0,2,2,org.ale.openwatch.RecorderActivity$1,false
0,1,0,com.google.android.gms.internal.ac$a,false
0,2,1,org.ale.openwatch.OWUtils$VideoTextureListener$1,false
0,2,1,org.ale.openwatch.OWUtils$VideoTextureListener$2,false
0,2,1,com.google.android.gms.auth.UserRecoverableAuthException,false
6,4,0,com.google.android.gms.games.leaderboard.LeaderboardBuffer,false
0,2,0,com.facebook.Response$PagingInfo,false
0,1,0,com.google.android.gms.games.leaderboard.OnScoreSubmittedListener,false
0,5,0,com.nostra13.universalimageloader.cache.memory.MemoryCacheAware,false
3,3,0,com.google.android.gms.games.achievement.AchievementBuffer,false
0,7,0,twitter4j.Location,false
1,2,0,com.actionbarsherlock.widget.ActivityChooserView$SetActivated,false
0,4,2,com.google.android.gms.internal.w$a,false
6,4,0,com.google.gson.internal.Streams,false
0,9,0,twitter4j.DirectMessage,false
0,1,2,com.nostra13.universalimageloader.core.decode.BaseImageDecoder$ImageFileInfo,false
1,3,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$ListSelectorHider,false
6,4,0,com.google.android.gms.internal.f$a,false
0,5,0,com.viewpagerindicator.PageIndicator,false
1,2,0,org.ale.openwatch.account.Manager,false
0,4,0,com.actionbarsherlock.internal.nineoldandroids.animation.Animator$AnimatorListener,false
0,1,0,com.viewpagerindicator.R,false
0,2,0,com.google.gson.annotations.Expose,false
0,9,0,twitter4j.AccountSettings,false
10,5,0,com.orm.androrm.field.BooleanField,false
0,2,2,com.facebook.Settings$2$1,false
4,4,4,com.facebook.SessionState$Category,false
0,1,0,com.actionbarsherlock.view.ActionProvider$SubUiVisibilityListener,false
0,2,0,com.actionbarsherlock.internal.view.menu.MenuBuilder$Callback,false
0,2,3,com.google.android.gms.games.leaderboard.SubmitScoreResult$Result,false
0,1,1,com.nostra13.universalimageloader.core.assist.ViewScaleType$1,false
0,3,1,com.google.android.gms.internal.cu$a$a,false
0,4,3,twitter4j.conf.ConfigurationContext,false
0,9,4,com.mixpanel.android.mpmetrics.WaitingPeopleRecord,false
0,1,0,com.google.gson.annotations.Since,false
0,2,1,org.ale.openwatch.WhatHappenedActivity$10,false
0,2,1,org.ale.openwatch.WhatHappenedActivity$11,false
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnCreatePanelMenuListener,false
0,2,1,org.ale.openwatch.WhatHappenedActivity$12,false
0,3,1,org.ale.openwatch.WhatHappenedActivity$13,false
0,2,2,org.ale.openwatch.WhatHappenedActivity$14,false
1,2,1,org.ale.openwatch.WhatHappenedActivity$15,false
0,2,1,com.actionbarsherlock.internal.ActionBarSherlockCompat$1,false
0,2,2,org.ale.openwatch.OWPhotoReviewActivity$1,false
1,2,0,com.google.android.gms.internal.dl$a,false
0,0,0,com.facebook.widget.ImageRequest$1,false
0,0,0,com.actionbarsherlock.internal.view.menu.MenuPopupHelper$1,false
0,2,0,com.google.android.gms.maps.LocationSource,false
0,2,2,org.ale.openwatch.OWPhotoReviewActivity$7,false
0,2,1,org.ale.openwatch.OWPhotoReviewActivity$6,false
3,3,1,org.ale.openwatch.OWPhotoReviewActivity$5,false
1,2,1,org.ale.openwatch.OWPhotoReviewActivity$4,false
4,8,4,twitter4j.internal.http.XAuthAuthorization,false
0,2,2,org.ale.openwatch.OWPhotoReviewActivity$3,false
0,1,4,com.google.android.gms.common.Scopes,false
0,2,3,org.ale.openwatch.OWPhotoReviewActivity$2,false
3,3,1,com.facebook.Session$AuthorizationRequest$3,false
0,3,1,com.facebook.Session$AuthorizationRequest$4,false
0,3,2,com.facebook.Session$AuthorizationRequest$1,false
0,3,2,com.facebook.Session$AuthorizationRequest$2,false
0,2,3,com.loopj.android.http.RequestParams$FileWrapper,false
0,7,3,twitter4j.GeoLocation,false
0,2,1,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$1,false
0,0,0,com.actionbarsherlock.internal.widget.IcsAdapterView$1,false
0,2,1,com.google.android.gms.maps.model.BitmapDescriptor,false
2,5,4,com.facebook.widget.ImageResponse,false
0,1,0,com.google.android.gms.maps.GoogleMap$OnMapLongClickListener,false
0,4,0,twitter4j.Trend,false
0,0,0,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$1,false
0,2,3,org.ale.openwatch.view.TouchableSubviewRelativeLayout$3,false
0,2,4,org.ale.openwatch.view.TouchableSubviewRelativeLayout$2,false
1,2,0,com.google.android.gms.internal.g$a,false
0,1,0,com.google.android.gms.appstate.OnSignOutCompleteListener,false
6,4,0,com.google.android.gms.maps.internal.ILocationSourceDelegate$a,false
0,2,2,com.actionbarsherlock.internal.widget.ActionBarContextView$1,false
0,2,1,org.ale.openwatch.LoginActivity$1,false
0,2,1,org.ale.openwatch.LoginActivity$2,false
1,2,0,com.google.android.gms.maps.internal.ICameraUpdateFactoryDelegate$a,false
0,2,0,org.ale.openwatch.http.OWServiceRequests$RequestCallback,false
0,1,0,com.facebook.Request$GraphUserListCallback,false
9,6,2,com.google.gson.internal.Streams$AppendableWriter,false
8,5,1,com.facebook.widget.PlacePickerFragment$SearchTextWatcher,false
0,3,1,com.google.android.gms.internal.cn$a$a,false
3,3,2,com.nostra13.universalimageloader.cache.disc.impl.TotalSizeLimitedDiscCache,false
0,1,0,com.facebook.internal.FileLruCache$StreamCloseCallback,false
0,1,0,org.ale.openwatch.OWObjectBackedEntity,false
4,4,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupScrollListener,false
0,5,0,twitter4j.URLEntity,false
0,2,2,org.ale.openwatch.OWUtils$3$3,false
0,1,0,com.facebook.widget.GraphObjectAdapter$ItemPictureData,false
0,4,2,com.actionbarsherlock.internal.widget.IcsAdapterView$AdapterDataSetObserver,false
1,2,1,org.ale.openwatch.OWUtils$3$1,false
0,2,2,org.ale.openwatch.OWUtils$3$2,false
0,1,0,com.google.android.gms.location.LocationListener,false
2,5,4,com.google.android.gms.internal.ak$a,false
13,6,2,org.ale.openwatch.database.DatabaseManager,false
6,5,2,com.google.gson.internal.bind.TypeAdapters$EnumTypeAdapter,false
1,2,0,com.nostra13.universalimageloader.core.display.FakeBitmapDisplayer,false
0,3,1,com.facebook.widget.PickerFragment$PickerFragmentAdapter,false
0,2,2,com.google.android.gms.maps.GoogleMap$1$1,false
6,9,4,org.ale.openwatch.FeedFragmentActivity$TabsAdapter,false
4,4,3,com.facebook.internal.SessionAuthorizationType,false
9,7,2,com.google.gson.internal.Primitives,false
11,6,2,com.facebook.internal.CacheableRequestBatch,false
1,2,0,com.google.gson.internal.bind.DateTypeAdapter$1,false
1,3,1,com.actionbarsherlock.widget.ShareActionProvider$ShareMenuItemOnMenuItemClickListener,false
0,0,0,com.google.android.gms.internal.bn$1,false
0,6,1,com.actionbarsherlock.internal.nineoldandroids.widget.NineFrameLayout,false
8,5,2,com.viewpagerindicator.TitlePageIndicator$SavedState,false
0,1,0,org.ale.openwatch.fb.FBUtils$FacebookAuthCallback,false
0,3,1,com.google.android.gms.internal.cq$a$a,false
0,6,0,com.google.android.gms.plus.model.people.Person$Cover$CoverPhoto,false
1,3,1,com.actionbarsherlock.internal.widget.IcsProgressBar$AccessibilityEventSender,false
0,7,0,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$HeaderTransformer,false
0,1,0,com.mixpanel.android.mpmetrics.MixpanelAPI$InstanceProcessor,false
0,2,2,com.facebook.AuthorizationClient$KatanaAuthHandler,false
0,1,0,com.google.android.gms.common.GooglePlayServicesClient$OnConnectionFailedListener,false
1,2,1,org.ale.openwatch.account.Manager$1,false
6,4,4,com.facebook.AuthorizationClient$Result,false
1,3,2,com.facebook.widget.GraphObjectAdapter$1,false
0,2,3,com.facebook.widget.GraphObjectAdapter$2,false
0,2,0,com.actionbarsherlock.widget.SearchView$OnSuggestionListener,false
8,5,2,org.ale.openwatch.OWMediaObjectViewActivity$6$2,false
0,1,1,com.facebook.widget.GraphObjectAdapter$3,false
0,2,2,org.ale.openwatch.OWMediaObjectViewActivity$6$1,false
0,1,0,com.google.android.gms.games.OnPlayersLoadedListener,false
6,5,3,com.facebook.Session$AutoPublishAsyncTask,false
10,5,0,com.google.android.gms.games.multiplayer.realtime.RealTimeMessage$1,false
10,5,0,org.ale.openwatch.share.Share,false
0,1,1,uk.co.senab.actionbarpulltorefresh.library.R$layout,false
0,6,3,twitter4j.internal.json.ResponseListImpl,false
8,5,1,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$AnimationCallback,false
6,5,2,com.google.android.gms.internal.dt$a,false
0,2,2,com.mixpanel.android.mpmetrics.AnalyticsMessages$Worker$1,false
0,2,1,org.ale.openwatch.FeedFragmentActivity$TabsAdapter$DummyTabFactory,false
0,1,0,org.ale.openwatch.location.DeviceLocation$GPSRequestCallback,false
0,7,4,com.nostra13.universalimageloader.core.assist.ImageSize,false
0,0,0,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$1,false
6,4,0,com.google.android.gms.internal.cq$a,false
10,5,0,com.actionbarsherlock.internal.widget.ActionBarView$SavedState$1,false
0,2,1,com.facebook.GetTokenClient$1,false
1,2,1,com.google.gson.internal.ConstructorConstructor$5,false
1,2,1,com.google.gson.internal.ConstructorConstructor$4,false
1,2,1,com.google.gson.internal.ConstructorConstructor$3,false
0,2,2,com.google.gson.internal.ConstructorConstructor$2,false
0,2,0,com.facebook.AuthorizationClient$BackgroundProcessingListener,false
0,2,3,com.google.gson.internal.ConstructorConstructor$1,false
10,6,2,com.facebook.AuthorizationClient$AuthHandler,false
0,1,1,com.actionbarsherlock.R$integer,false
0,2,4,com.google.gson.internal.ConstructorConstructor$8,false
1,2,1,com.google.gson.internal.ConstructorConstructor$7,false
1,2,1,com.google.gson.internal.ConstructorConstructor$6,false
0,2,1,com.google.android.gms.internal.p$d,false
6,5,2,com.google.android.gms.internal.p$c,false
0,5,3,com.google.android.gms.internal.p$b,false
0,2,1,com.google.android.gms.internal.p$a,false
1,3,4,com.google.android.gms.internal.p$f,false
0,3,1,com.google.android.gms.internal.p$e,false
0,2,4,twitter4j.TwitterResponse,false
0,3,0,com.facebook.widget.WorkQueue$WorkItem,false
1,2,0,twitter4j.internal.logging.Log4JLoggerFactory,false
1,2,0,com.facebook.LegacyHelper,false
6,8,3,twitter4j.internal.http.HttpClientBase,false
0,8,0,twitter4j.api.FavoritesResources,false
0,1,0,com.facebook.Request$KeyValueSerializer,false
4,4,1,org.ale.openwatch.RecorderActivity$MediaSignalTask,false
1,3,2,twitter4j.internal.org.json.JSONException,false
0,4,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupDataSetObserver,false
4,5,3,com.actionbarsherlock.internal.widget.IcsSpinner$DropdownPopup,false
4,4,1,com.nostra13.universalimageloader.core.display.RoundedBitmapDisplayer,false
0,3,4,com.actionbarsherlock.internal.widget.IcsProgressBar$RefreshProgressRunnable,false
0,2,1,org.ale.openwatch.OWMissionViewActivity$1,false
1,2,1,org.ale.openwatch.OWMissionViewActivity$2,false
0,5,0,twitter4j.MediaEntity,false
0,0,0,com.actionbarsherlock.internal.nineoldandroids.animation.PropertyValuesHolder$1,false
0,2,0,twitter4j.RateLimitStatusListener,false
0,9,2,com.facebook.widget.PickerFragment$MultiSelectionStrategy,false
0,7,4,com.google.gson.internal.$Gson$Types$ParameterizedTypeImpl,false
0,3,0,twitter4j.ConnectionLifeCycleListener,false
0,3,1,com.google.android.gms.internal.a$a$a,false
0,1,0,com.nostra13.universalimageloader.core.display.BitmapDisplayer,false
6,5,2,com.facebook.model.JsonUtil$JSONObjectEntry,false
0,3,1,com.google.android.gms.internal.dp$a$a,false
0,1,0,com.facebook.GetTokenClient$CompletedListener,false
0,1,0,com.google.gson.FieldNamingStrategy,false
1,3,2,org.ale.openwatch.OWMissionViewActivity$3,false
4,4,2,org.ale.openwatch.OWMissionViewActivity$4,false
0,8,0,com.google.android.gms.maps.internal.IMapViewDelegate,false
10,5,0,com.google.android.gms.games.multiplayer.ParticipantEntity$1,false
0,1,0,com.viewpagerindicator.TitlePageIndicator$OnCenterItemClickListener,false
0,1,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$11,false
1,2,0,com.nostra13.universalimageloader.cache.disc.naming.HashCodeFileNameGenerator,false
0,2,0,org.ale.openwatch.http.OWServiceRequests$PaginatedRequestCallback,false
3,3,1,com.nostra13.universalimageloader.utils.IoUtils,false
0,1,1,org.ale.openwatch.feeds.RemoteRecordingsListFragment$10,false
0,2,1,com.nostra13.universalimageloader.core.download.HttpClientImageDownloader,false
0,8,0,twitter4j.api.DirectMessagesResources,false
1,3,1,com.nostra13.universalimageloader.core.display.FadeInBitmapDisplayer,false
0,1,0,com.google.gson.JsonSerializer,false
10,5,0,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorListenerAdapter,false
0,2,1,com.facebook.internal.FileLruCache$2,false
0,2,3,com.facebook.internal.FileLruCache$1,false
0,2,1,org.ale.openwatch.FancyLoginActivity$3,false
1,3,1,com.actionbarsherlock.widget.ActivityChooserModel$HistoryPersister,false
0,2,1,org.ale.openwatch.FancyLoginActivity$2,false
0,2,1,org.ale.openwatch.FancyLoginActivity$5,false
0,2,1,org.ale.openwatch.FancyLoginActivity$4,false
0,2,1,org.ale.openwatch.FancyLoginActivity$1,false
0,2,0,com.google.gson.JsonSerializationContext,false
4,5,2,org.ale.openwatch.FancyLoginActivity$7,false
0,1,0,com.facebook.widget.ImageRequest$Callback,false
0,4,1,org.ale.openwatch.FancyLoginActivity$6,false
0,4,2,org.ale.openwatch.FancyLoginActivity$9,false
1,2,1,org.ale.openwatch.FancyLoginActivity$8,false
0,1,0,com.google.android.gms.games.leaderboard.OnLeaderboardScoresLoadedListener,false
0,4,3,twitter4j.internal.async.ExecuteThread,false
0,5,0,com.google.android.gms.games.RealTimeSocket,false
0,3,3,com.orm.androrm.statement.ComposedStatement,false
0,1,0,com.google.android.gms.maps.GoogleMap$OnCameraChangeListener,false
3,3,0,com.facebook.widget.WebDialog$Builder,false
0,5,2,com.actionbarsherlock.internal.ActionBarSherlockCompat$ActionModeCallbackWrapper,false
9,6,4,com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter,false
1,2,0,com.google.android.gms.internal.dk$a,false
0,3,0,com.google.android.gms.maps.GoogleMap$OnMarkerDragListener,false
1,6,3,com.actionbarsherlock.internal.widget.AbsActionBarView$VisibilityAnimListener,false
0,4,0,twitter4j.EntitySupport,false
6,4,1,com.facebook.widget.FriendPickerFragment$1,false
0,2,1,org.ale.openwatch.OWMediaSyncer$SyncTask$2$1,false
0,2,1,org.ale.openwatch.OWMediaSyncer$SyncTask$2$2,false
0,2,1,org.ale.openwatch.OWMediaSyncer$SyncTask$2$3,false
10,5,0,com.orm.androrm.field.IntegerField,false
1,2,0,com.google.android.gms.common.data.DataBufferUtils,false
0,1,0,org.ale.openwatch.twitter.TwitterUtils$TwitterUserCallback,false
0,5,2,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorSet$Builder,false
0,1,0,com.actionbarsherlock.view.MenuItem$OnMenuItemClickListener,false
6,5,3,org.ale.openwatch.twitter.TwitterUtils$1,false
1,2,0,com.google.android.gms.games.multiplayer.ParticipantBuffer,false
8,5,1,org.ale.openwatch.twitter.TwitterUtils$2,false
1,3,2,org.ale.openwatch.twitter.TwitterUtils$3,false
0,2,1,com.google.gson.internal.bind.CollectionTypeAdapterFactory,false
0,2,2,org.ale.openwatch.twitter.TwitterUtils$4,false
0,2,1,org.ale.openwatch.twitter.TwitterUtils$5,false
8,5,1,org.ale.openwatch.twitter.TwitterUtils$6,false
10,5,0,com.google.android.gms.games.multiplayer.InvitationEntity$1,false
8,5,1,twitter4j.conf.PropertyConfigurationFactory,false
1,2,1,com.facebook.widget.PickerFragment$3,false
0,2,1,com.facebook.widget.PickerFragment$4,false
0,2,1,com.facebook.widget.PickerFragment$5,false
1,3,1,com.facebook.widget.PickerFragment$6,false
3,3,0,com.nostra13.universalimageloader.cache.memory.impl.WeakMemoryCache,false
0,1,1,com.nostra13.universalimageloader.core.download.SlowNetworkImageDownloader$1,false
1,3,1,com.facebook.widget.PickerFragment$1,false
0,2,1,com.facebook.widget.PickerFragment$2,false
0,2,1,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$OverflowPopup,false
0,2,1,org.ale.openwatch.fb.FaceBookSherlockActivity$1,false
0,1,0,com.google.android.gms.maps.GoogleMap$OnMarkerClickListener,false
3,3,0,com.google.android.gms.games.PlayerBuffer,false
0,2,1,org.ale.openwatch.OnBoardingActivity$1,false
0,0,0,com.facebook.UiLifecycleHelper$1,false
0,2,1,org.ale.openwatch.RecorderActivity$MediaSignalTask$1,false
0,4,2,com.nostra13.universalimageloader.cache.disc.impl.LimitedAgeDiscCache,false
10,5,0,com.google.android.gms.games.multiplayer.realtime.RoomEntity$1,false
0,2,1,org.ale.openwatch.RecorderActivity$MediaSignalTask$2,false
1,2,0,com.google.android.gms.internal.bm$a,false
10,5,0,com.nostra13.universalimageloader.core.assist.SimpleImageLoadingListener,false
2,4,2,com.google.gson.internal.bind.MapTypeAdapterFactory,false
3,3,0,com.google.android.gms.plus.model.people.PersonBuffer,false
4,4,4,org.ale.openwatch.recording.ChunkedAudioVideoSoftwareRecorder$EncoderTaskType,false
0,1,0,com.google.android.gms.games.multiplayer.realtime.RealTimeMessageReceivedListener,false
0,1,3,org.ale.openwatch.DrawerItemAdapter$ViewCache,false
0,2,4,com.facebook.AuthorizationClient$5,false
0,2,2,com.facebook.AuthorizationClient$4,false
0,2,2,com.facebook.AuthorizationClient$3,false
0,2,0,com.google.android.gms.location.LocationClient$OnRemoveGeofencesResultListener,false
0,3,1,com.facebook.AuthorizationClient$2,false
1,2,0,com.google.android.gms.internal.cp$a,false
0,3,2,com.facebook.AuthorizationClient$1,false
0,3,4,com.google.android.gms.maps.MapView$b,false
1,2,0,org.ale.openwatch.GCMMissionActivity,false
0,8,0,com.google.android.gms.games.Player,false
0,5,0,org.ale.openwatch.fb.FBUtils$FaceBookSessionActivity,false
1,2,0,com.orm.androrm.field.OneToManyField,false
0,4,3,org.ale.openwatch.FeedFragmentActivity$TabsAdapter$TabInfo,false
0,1,1,org.ale.openwatch.OWUtils$10,false
0,1,1,org.ale.openwatch.OWUtils$11,false
2,4,2,twitter4j.internal.json.DataObjectFactoryUtil,false
4,4,1,com.bugsense.trace.BugSense,false
0,2,0,com.google.android.gms.maps.GoogleMap$CancelableCallback,false
0,1,3,com.google.android.gms.plus.model.people.Person$Emails$Type,false
8,5,3,org.ale.openwatch.OWUtils$VideoTextureListener,false
0,1,0,org.ale.openwatch.account.Authentication$AuthenticationCallback,false
0,2,1,com.bugsense.trace.BugProfiler$1,false
1,2,0,com.google.android.gms.maps.model.internal.IPolylineDelegate$a,false
0,4,0,twitter4j.PagableResponseList,false
1,3,3,com.google.android.gms.internal.ds$c,false
0,2,4,com.google.android.gms.internal.ds$b,false
1,3,4,com.google.android.gms.internal.ds$a,false
0,6,0,com.google.android.gms.appstate.AppState,false
0,6,2,com.orm.androrm.migration.Migrator,false
0,5,0,twitter4j.Friendship,false
1,6,3,com.actionbarsherlock.internal.widget.ScrollingTabContainerView$VisibilityAnimListener,false
0,2,0,twitter4j.auth.Authorization,false
0,4,0,com.facebook.TestSession$TestAccount,false
1,3,1,com.orm.androrm.statement.InStatement,false
0,2,1,twitter4j.internal.http.StreamingGZIPInputStream,false
1,3,1,com.actionbarsherlock.internal.widget.ActionBarView$1,false
0,2,1,com.actionbarsherlock.internal.widget.ActionBarView$3,false
0,2,1,com.actionbarsherlock.internal.widget.ActionBarView$2,false
0,1,0,com.google.gson.TypeAdapterFactory,false
0,2,1,com.viewpagerindicator.UnderlinePageIndicator$1,false
0,2,1,com.viewpagerindicator.UnderlinePageIndicator$2,false
1,3,2,org.ale.openwatch.gcm.OWGcmBroadcastReceiver$1,false
4,4,4,com.facebook.HttpMethod,false
8,8,1,com.actionbarsherlock.internal.nineoldandroids.animation.Keyframe$FloatKeyframe,false
1,2,3,com.facebook.widget.ImageDownloader$DownloaderContext,false
1,2,0,org.ale.openwatch.OWUtils$1,false
0,3,0,twitter4j.api.SuggestedUsersResources,false
0,2,2,org.ale.openwatch.OWUtils$5,false
0,2,3,org.ale.openwatch.OWUtils$4,false
1,2,0,org.ale.openwatch.OWUtils$2,false
1,3,3,org.ale.openwatch.OWUtils$9,false
1,2,0,org.ale.openwatch.OWUtils$8,false
0,2,3,org.ale.openwatch.OWUtils$7,false
0,2,2,org.ale.openwatch.OWUtils$6,false
0,4,1,com.google.android.gms.internal.ck$a$a,false
0,1,3,com.actionbarsherlock.internal.widget.IcsAdapterView$AdapterContextMenuInfo,false
0,4,3,com.loopj.android.http.SerializableCookie,false
0,3,1,com.google.android.gms.internal.v$a$a,false
1,2,0,com.google.android.gms.internal.dj$a,false
0,6,0,twitter4j.auth.AuthorizationConfiguration,false
0,5,0,com.facebook.android.AsyncFacebookRunner$RequestListener,false
0,2,2,com.facebook.android.Facebook$1,false
1,2,0,com.google.android.gms.internal.u$a,false
4,5,2,com.actionbarsherlock.internal.nineoldandroids.animation.AnimatorSet$AnimatorSetListener,false
0,1,0,twitter4j.ResponseList,false
